change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,defaultmethodsqty,visiblemethodsqty,finalmethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,defaultfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,lambdasqty,uniquewordsqty,logstatementsqty,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethoddefault,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,tach,fch,lch,cho,frch,chd,wcd,wfr,ataf,lca,lcd,csb,csbs,acdf,type,severity,resolution,status,effort
0,0.02039224467267669,0.020386703141940715,0.011321681770531415,0.02039224467267669,0.004776632127317038,0.024175473851486187,0.0,0.005719264679309797,0.0012457980167619065,0.03135697890999945,0.0,0.0,0.00443211187834019,0.00920340662720358,0.001409632651430865,0.004899253851464498,0.07392212709545729,0.022507456830317185,0.004194249766588318,0.0,0.0,0.006062137096644279,0.00501588790811561,0.0,0.006211240029994821,0.0,0.0,0.008063532895261892,0.00122267617218976,0.003135463110600797,0.0,0.015172428225860112,0.0,0.0,0.0,0.0016034146762401265,0.0,0.0011758344264017726,0.0,0.0012459545384532686,0.014977177193919784,0.0,0.0,0.0,0.010492566682166485,0.0,0.02109122703047989,0.024455799402225926,0.018451045940670596,0.0,0.009208477912367632,0.005019172211016401,0.0037299269769711604,0.0058757489762086695,0.0044400558913313334,0.004244211601397062,0.022733144649015782,0.004900018399603636,0.07392212709545729,0.0014122617531126314,0.0035794019858355008,0.003170215484850394,0.002656542316174441,0.003139330826951503,0.0018495334761156976,0.009459944900615311,0.0026183643955228534,0.0031389899033965043,0.0029838709186204267,0.0026700724394325597,0.014231361339296401,0.034239347869895034,0.02839194689461034,0.0,0.05385482592707677,0.0178628398242226,0.0030526418615477993,0.0,0.0,0.021314490638181294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.030843233806544395,0.046274481338274755,0.0413802944301184,0.009613376113106037
0,0.01359482978178446,0.013251357042261463,0.005660840885265707,0.01359482978178446,0.010508590680097483,0.03626321077722928,0.0,0.017157794037929393,0.00093434851257143,0.02956515082698282,0.051395335771895326,0.04730845058184653,0.007756195787095333,0.01840681325440716,0.00563853060572346,0.014697761554393495,0.0,0.0,0.005592333022117757,0.0,0.0,0.024248548386577116,0.02507943954057805,0.0,0.024844960119979283,0.0,0.0,0.024190598685785675,0.006724718947043681,0.007838657776501994,0.008427573099775872,0.04551728467758034,0.0,0.0,0.0,0.005611951366840443,0.00978162990022542,0.011170427050816839,0.007214624146990914,0.01183656811530605,0.02995435438783957,0.013034364783429585,0.0,0.006730840796117472,0.016738142088217965,0.0,0.02109122703047989,0.024455799402225926,0.018451045940670596,0.0,0.018416955824735265,0.025095861055082005,0.0062165449616186,0.01762724692862601,0.007770097809829834,0.013793687704540451,0.0,0.014700055198810909,0.0,0.005649047012450526,0.0076525145904069326,0.00845390795960105,0.0070036115608235255,0.010464436089838344,0.006527765209820109,0.008868698344326855,0.006873206538247491,0.007915713669434664,0.011562499809654153,0.006675181098581399,0.021347042008944602,0.05135902180484255,0.027256269018825923,0.0,0.019073584182506355,0.0357256796484452,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.024923854599938174,0.02344470861323182,0.005660840885265707,0.024923854599938174,0.01624054923287793,0.03626321077722928,0.0,0.025736691056894086,0.028030455377142896,0.04201835173939926,0.014016910129755714,0.012902305048201421,0.01772844751336076,0.00920340662720358,0.01127706121144692,0.02449626925732249,0.22176638128637186,0.0,0.01537891581082383,0.0,0.0,0.015155342741610697,0.015047663724346828,0.0,0.01552810007498705,0.0,0.0,0.012095299342892838,0.013449437894087361,0.016125238854518387,0.012641359649663808,0.0,0.0,0.014710655182304556,0.0,0.04249048892036335,0.02013864979458175,0.025868357380838994,0.007214624146990914,0.02803397711519854,0.02995435438783957,0.0,0.0,0.020192522388352417,0.028230000835352688,0.0,0.02109122703047989,0.024455799402225926,0.028515252817400014,0.0,0.009208477912367632,0.015057516633049205,0.0186496348848558,0.011751497952417339,0.017760223565325334,0.03183158701047797,0.0,0.02450009199801818,0.22176638128637186,0.011298094024901052,0.01727987165575759,0.018669046744118987,0.01650276287320486,0.021452093984168603,0.01686339345870195,0.013007424238346053,0.017019368570898547,0.016650294270190154,0.022006048024825645,0.01685483227391803,0.014231361339296401,0.05135902180484255,0.03747736990088565,0.0,0.01234173094162176,0.0178628398242226,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.024923854599938174,0.02344470861323182,0.005660840885265707,0.024923854599938174,0.01624054923287793,0.03626321077722928,0.0,0.025736691056894086,0.028030455377142896,0.04201835173939926,0.014016910129755714,0.012902305048201421,0.01772844751336076,0.00920340662720358,0.01127706121144692,0.02449626925732249,0.22176638128637186,0.0,0.01537891581082383,0.0,0.0,0.015155342741610697,0.015047663724346828,0.0,0.01552810007498705,0.0,0.0,0.012095299342892838,0.013449437894087361,0.016125238854518387,0.012641359649663808,0.0,0.0,0.014710655182304556,0.0,0.04249048892036335,0.02013864979458175,0.025868357380838994,0.007214624146990914,0.02803397711519854,0.02995435438783957,0.0,0.0,0.020192522388352417,0.028230000835352688,0.0,0.02109122703047989,0.024455799402225926,0.028515252817400014,0.0,0.009208477912367632,0.015057516633049205,0.0186496348848558,0.011751497952417339,0.017760223565325334,0.03183158701047797,0.0,0.02450009199801818,0.22176638128637186,0.011298094024901052,0.01727987165575759,0.018669046744118987,0.01650276287320486,0.021452093984168603,0.01686339345870195,0.013007424238346053,0.017019368570898547,0.016650294270190154,0.022006048024825645,0.01685483227391803,0.014231361339296401,0.05135902180484255,0.03747736990088565,0.0,0.01234173094162176,0.0178628398242226,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.030843233806544395,0.046274481338274755,0.0413802944301184,0.009613376113106037
0,0.003398707445446115,0.004077340628388142,0.005660840885265707,0.003398707445446115,0.006687284978243853,0.012087736925743093,0.0,0.004289448509482348,0.004671742562857149,0.0,0.0,0.0,0.006648167817510285,0.01840681325440716,0.00563853060572346,0.009798507702928996,0.0,0.0,0.005592333022117757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017728804496751523,0.003023482285222197,0.004213786549887936,0.015172428225860112,0.0,0.0,0.0,0.003206829352480253,0.031071059683068985,0.0017637516396026586,0.0,0.002491909076906537,0.014977177193919784,0.0,0.0,0.006730840796117472,0.007244867471019716,0.0,0.02109122703047989,0.024455799402225926,0.006709471251152945,0.0,0.018416955824735265,0.0,0.00497323596929488,0.0,0.006660083836997,0.006366317402095593,0.0,0.009800036799207271,0.0,0.005649047012450526,0.004813678532675328,0.0028179693198670166,0.0042665679623407685,0.004970607142673213,0.0032638826049100544,0.012416177682057597,0.0018001255219219617,0.002729556437736091,0.004102822513103087,0.0016687952746453497,0.014231361339296401,0.017119673934947517,0.0,0.0,0.04487902160589731,0.0178628398242226,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.05664512409076858,0.05198609301194882,0.005660840885265707,0.05664512409076858,0.010508590680097483,0.024175473851486187,0.0,0.05147338211378817,0.00280304553771429,0.039231591299439816,0.051395335771895326,0.04730845058184653,0.007756195787095333,0.00920340662720358,0.00281926530286173,0.02449626925732249,0.0,0.0,0.0027961665110588785,0.0,0.0,0.05759030241812065,0.030095327448693657,0.0510976130307596,0.055901160269953384,0.0,0.0,0.036285898028678515,0.00489070468875904,0.017021085457547186,0.029496505849215555,0.0,0.0,0.029421310364609113,0.0,0.021646098129241707,0.0051785099471781644,0.019989185248830133,0.03607312073495457,0.02242718169215883,0.04493153158175935,0.006517182391714792,0.015375520133814751,0.06057756716505725,0.03522504529013035,0.0,0.02109122703047989,0.024455799402225926,0.0696107642307118,0.0,0.009208477912367632,0.03011503326609841,0.007459853953942321,0.0763847366907127,0.007770097809829834,0.022282110907334576,0.0,0.02450009199801818,0.0,0.002824523506225263,0.015551884490181831,0.009862892619534559,0.016180757743971593,0.015435043232511556,0.017189781719192953,0.013598670794634511,0.01603748192257748,0.015558471695095718,0.01790322551172256,0.014685398416879077,0.007115680669648201,0.05135902180484255,0.044859276093484335,0.0,0.01234173094162176,0.0178628398242226,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.015421616903272197,0.046274481338274755,0.0413802944301184,0.019226752226212073
0,0.011329024818153717,0.0142706921993585,0.02264336354106283,0.011329024818153717,0.0124192435310243,0.012087736925743093,0.0,0.01572797786810194,0.0,0.03511981637919938,0.051395335771895326,0.04730845058184653,0.00443211187834019,0.0,0.004228897954292595,0.004899253851464498,0.0,0.0,0.004194249766588318,0.0,0.0,0.015155342741610697,0.02006355163246244,0.0,0.01552810007498705,0.0,0.0,0.02015883223815473,0.00244535234437952,0.0068308303480945935,0.021068932749439682,0.0,0.020797258270192576,0.014710655182304556,0.0,0.004810244028720379,0.0,0.0076429237716115215,0.007214624146990914,0.009344659038399514,0.05990870877567914,0.0,0.0,0.03365420398058736,0.022733894478027386,0.03166634780574205,0.04218245406095978,0.04891159880445185,0.020128413753458835,0.40451991747794525,0.0,0.020076688844065604,0.00497323596929488,0.0058757489762086695,0.0044400558913313334,0.006366317402095593,0.0,0.004900018399603636,0.0,0.004236785259337894,0.006356524216225113,0.005283692474750656,0.005393585914657197,0.006540272556148964,0.004895823907365082,0.012416177682057597,0.004745785466885172,0.005459112875472182,0.00671370956689596,0.005340144878865119,0.014231361339296401,0.017119673934947517,0.01419597344730517,0.0,0.03478124174457042,0.053588519472667795,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.011329024818153717,0.0142706921993585,0.02264336354106283,0.011329024818153717,0.0124192435310243,0.012087736925743093,0.0,0.01572797786810194,0.0,0.03511981637919938,0.051395335771895326,0.04730845058184653,0.00443211187834019,0.0,0.004228897954292595,0.004899253851464498,0.0,0.0,0.004194249766588318,0.0,0.0,0.015155342741610697,0.02006355163246244,0.0,0.01552810007498705,0.0,0.0,0.02015883223815473,0.00244535234437952,0.0068308303480945935,0.021068932749439682,0.0,0.020797258270192576,0.014710655182304556,0.0,0.004810244028720379,0.0,0.0076429237716115215,0.007214624146990914,0.009344659038399514,0.05990870877567914,0.0,0.0,0.03365420398058736,0.022733894478027386,0.03166634780574205,0.04218245406095978,0.04891159880445185,0.020128413753458835,0.40451991747794525,0.0,0.020076688844065604,0.00497323596929488,0.0058757489762086695,0.0044400558913313334,0.006366317402095593,0.0,0.004900018399603636,0.0,0.004236785259337894,0.006356524216225113,0.005283692474750656,0.005393585914657197,0.006540272556148964,0.004895823907365082,0.012416177682057597,0.004745785466885172,0.005459112875472182,0.00671370956689596,0.005340144878865119,0.014231361339296401,0.017119673934947517,0.01419597344730517,0.0,0.03478124174457042,0.053588519472667795,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.011329024818153717,0.0142706921993585,0.02264336354106283,0.011329024818153717,0.0124192435310243,0.012087736925743093,0.0,0.01572797786810194,0.0,0.03511981637919938,0.051395335771895326,0.04730845058184653,0.00443211187834019,0.0,0.004228897954292595,0.004899253851464498,0.0,0.0,0.004194249766588318,0.0,0.0,0.015155342741610697,0.02006355163246244,0.0,0.01552810007498705,0.0,0.0,0.02015883223815473,0.00244535234437952,0.0068308303480945935,0.021068932749439682,0.0,0.020797258270192576,0.014710655182304556,0.0,0.004810244028720379,0.0,0.0076429237716115215,0.007214624146990914,0.009344659038399514,0.05990870877567914,0.0,0.0,0.03365420398058736,0.022733894478027386,0.03166634780574205,0.04218245406095978,0.04891159880445185,0.020128413753458835,0.40451991747794525,0.0,0.020076688844065604,0.00497323596929488,0.0058757489762086695,0.0044400558913313334,0.006366317402095593,0.0,0.004900018399603636,0.0,0.004236785259337894,0.006356524216225113,0.005283692474750656,0.005393585914657197,0.006540272556148964,0.004895823907365082,0.012416177682057597,0.004745785466885172,0.005459112875472182,0.00671370956689596,0.005340144878865119,0.014231361339296401,0.017119673934947517,0.01419597344730517,0.0,0.03478124174457042,0.053588519472667795,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
0,0.022658049636307433,0.03058005471291107,0.056608408852657076,0.022658049636307433,0.026749139912975412,0.08461415848020165,0.0,0.013344950918389527,0.0,0.03642054901843579,0.029368764766664064,0.029112893830267418,0.016620419543775713,0.0,0.01973485712003211,0.004899253851464498,0.0,0.0,0.01957316557741215,0.1826960238104674,0.0,0.027279616934899255,0.015047663724346828,0.0,0.027950580134976692,0.0,0.0,0.036285898028678515,0.00489070468875904,0.04468034932606136,0.08427573099775873,0.0,0.0,0.058842620729218226,0.0,0.016034146762401266,0.0,0.0070550065584106345,0.1082193622048637,0.007475727230719611,0.04493153158175935,0.0,0.13837968120433275,0.020192522388352417,0.05496106357325302,0.0,0.02109122703047989,0.024455799402225926,0.024321833285429424,0.0,0.0,0.015057516633049205,0.0186496348848558,0.03525449385725202,0.016650209592492502,0.015915793505238984,0.0,0.004900018399603636,0.0,0.01977166454357684,0.03955856332621648,0.026770708538736657,0.031073494971010123,0.028253977442563527,0.023935139102673735,0.10701562668821071,0.028311065026590854,0.03371002200604072,0.03244959623999714,0.02853639919643548,0.014231361339296401,0.017119673934947517,0.044859276093484335,0.0,0.05273285038692934,0.0357256796484452,0.0030526418615477993,0.0,0.0,0.0025075871339036815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03267729577810861,0.038554042258180495,0.046274481338274755,0.0413802944301184,0.0038453504452424145
