change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,defaultmethodsqty,visiblemethodsqty,finalmethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,defaultfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,modifiers,logstatementsqty,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethoddefault,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,lch,type,severity,resolution,status,effort
1,0.006299001710956336,0.011589827779289866,0.01978227431945568,0.006299001710956336,0.008338546280567955,0.01859841585440341,0.0,0.023434520460074805,0.003768757957430242,0.047014492457449694,0.0,0.0,0.011635754020026916,0.04048075249920447,0.00911389250765302,0.06943030862496508,0.0,0.0,0.008804487997897197,0.24253562503633297,0.0,0.0067316032643501625,0.011250879009260238,0.0,0.009401802122108638,0.0,0.0,0.0,0.0075579430665703995,0.006265866245844754,0.03838354466331647,0.03519803271960192,0.009600460150415345,0.0012190261953342317,0.00641741260053754,0.0012797027365061098,0.0030227265643538834,0.012587270459191892,0.003633304834370459,0.015741850727626606,0.06705689770152647,0.0,0.0,0.03111005924235891,0.03585173696910374,0.05685394975739927,0.03297462445529986,0.0297219149138882,0.013926366693716044,0.0,0.040480291844165864,0.011250879009260238,0.0,0.0,0.011635918124927187,0.011012525573459733,0.0,0.06943030862496508,0.0,0.009114032701181668,0.014333376886842657,0.01181706832320177,0.008991163891283476,0.025470045084757732,0.005855750779616317,0.0270529597093042,0.00738423436067441,0.009261210175275631,0.014364566832224951,0.008107283154714755,0.023033575805018698,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.005760567789543385,0.06713660999896777,0.012135012851440478,0.016748750589807262,0.03569153051241249,0.031398876686031585,0.03566881875032108,0.03566881875032108,0.013062802784990269
1,0.006299001710956336,0.011589827779289866,0.01978227431945568,0.006299001710956336,0.008338546280567955,0.01859841585440341,0.0,0.023434520460074805,0.003768757957430242,0.047014492457449694,0.0,0.0,0.011635754020026916,0.04048075249920447,0.00911389250765302,0.06943030862496508,0.0,0.0,0.008804487997897197,0.24253562503633297,0.0,0.0067316032643501625,0.011250879009260238,0.0,0.009401802122108638,0.0,0.0,0.0,0.0075579430665703995,0.006265866245844754,0.03838354466331647,0.03519803271960192,0.009600460150415345,0.0012190261953342317,0.00641741260053754,0.0012797027365061098,0.0030227265643538834,0.012587270459191892,0.003633304834370459,0.015741850727626606,0.06705689770152647,0.0,0.0,0.03111005924235891,0.03585173696910374,0.05685394975739927,0.03297462445529986,0.0297219149138882,0.013926366693716044,0.0,0.040480291844165864,0.011250879009260238,0.0,0.0,0.011635918124927187,0.011012525573459733,0.0,0.06943030862496508,0.0,0.009114032701181668,0.014333376886842657,0.01181706832320177,0.008991163891283476,0.025470045084757732,0.005855750779616317,0.0270529597093042,0.00738423436067441,0.009261210175275631,0.014364566832224951,0.008107283154714755,0.023033575805018698,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.005760567789543385,0.06713660999896777,0.012135012851440478,0.016748750589807262,0.017845765256206243,0.015699438343015792,0.03566881875032108,0.03566881875032108,0.0065314013924951345
1,0.006299001710956336,0.011589827779289866,0.01978227431945568,0.006299001710956336,0.008338546280567955,0.01859841585440341,0.0,0.023434520460074805,0.003768757957430242,0.047014492457449694,0.0,0.0,0.011635754020026916,0.04048075249920447,0.00911389250765302,0.06943030862496508,0.0,0.0,0.008804487997897197,0.24253562503633297,0.0,0.0067316032643501625,0.011250879009260238,0.0,0.009401802122108638,0.0,0.0,0.0,0.0075579430665703995,0.006265866245844754,0.03838354466331647,0.03519803271960192,0.009600460150415345,0.0012190261953342317,0.00641741260053754,0.0012797027365061098,0.0030227265643538834,0.012587270459191892,0.003633304834370459,0.015741850727626606,0.06705689770152647,0.0,0.0,0.03111005924235891,0.03585173696910374,0.05685394975739927,0.03297462445529986,0.0297219149138882,0.013926366693716044,0.0,0.040480291844165864,0.011250879009260238,0.0,0.0,0.011635918124927187,0.011012525573459733,0.0,0.06943030862496508,0.0,0.009114032701181668,0.014333376886842657,0.01181706832320177,0.008991163891283476,0.025470045084757732,0.005855750779616317,0.0270529597093042,0.00738423436067441,0.009261210175275631,0.014364566832224951,0.008107283154714755,0.023033575805018698,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.005760567789543385,0.06713660999896777,0.012135012851440478,0.016748750589807262,0.017845765256206243,0.015699438343015792,0.03566881875032108,0.03566881875032108,0.0065314013924951345
1,0.006299001710956336,0.011589827779289866,0.01978227431945568,0.006299001710956336,0.008338546280567955,0.01859841585440341,0.0,0.023434520460074805,0.003768757957430242,0.047014492457449694,0.0,0.0,0.011635754020026916,0.04048075249920447,0.00911389250765302,0.06943030862496508,0.0,0.0,0.008804487997897197,0.24253562503633297,0.0,0.0067316032643501625,0.011250879009260238,0.0,0.009401802122108638,0.0,0.0,0.0,0.0075579430665703995,0.006265866245844754,0.03838354466331647,0.03519803271960192,0.009600460150415345,0.0012190261953342317,0.00641741260053754,0.0012797027365061098,0.0030227265643538834,0.012587270459191892,0.003633304834370459,0.015741850727626606,0.06705689770152647,0.0,0.0,0.03111005924235891,0.03585173696910374,0.05685394975739927,0.03297462445529986,0.0297219149138882,0.013926366693716044,0.0,0.040480291844165864,0.011250879009260238,0.0,0.0,0.011635918124927187,0.011012525573459733,0.0,0.06943030862496508,0.0,0.009114032701181668,0.014333376886842657,0.01181706832320177,0.008991163891283476,0.025470045084757732,0.005855750779616317,0.0270529597093042,0.00738423436067441,0.009261210175275631,0.014364566832224951,0.008107283154714755,0.023033575805018698,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.005760567789543385,0.06713660999896777,0.012135012851440478,0.016748750589807262,0.03569153051241249,0.031398876686031585,0.03566881875032108,0.03566881875032108,0.013062802784990269
1,0.006299001710956336,0.011589827779289866,0.01978227431945568,0.006299001710956336,0.008338546280567955,0.01859841585440341,0.0,0.023434520460074805,0.003768757957430242,0.047014492457449694,0.0,0.0,0.011635754020026916,0.04048075249920447,0.00911389250765302,0.06943030862496508,0.0,0.0,0.008804487997897197,0.24253562503633297,0.0,0.0067316032643501625,0.011250879009260238,0.0,0.009401802122108638,0.0,0.0,0.0,0.0075579430665703995,0.006265866245844754,0.03838354466331647,0.03519803271960192,0.009600460150415345,0.0012190261953342317,0.00641741260053754,0.0012797027365061098,0.0030227265643538834,0.012587270459191892,0.003633304834370459,0.015741850727626606,0.06705689770152647,0.0,0.0,0.03111005924235891,0.03585173696910374,0.05685394975739927,0.03297462445529986,0.0297219149138882,0.013926366693716044,0.0,0.040480291844165864,0.011250879009260238,0.0,0.0,0.011635918124927187,0.011012525573459733,0.0,0.06943030862496508,0.0,0.009114032701181668,0.014333376886842657,0.01181706832320177,0.008991163891283476,0.025470045084757732,0.005855750779616317,0.0270529597093042,0.00738423436067441,0.009261210175275631,0.014364566832224951,0.008107283154714755,0.023033575805018698,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.005760567789543385,0.06713660999896777,0.012135012851440478,0.016748750589807262,0.017845765256206243,0.015699438343015792,0.03566881875032108,0.03566881875032108,0.0065314013924951345
1,0.009448502566434504,0.01390779333514784,0.01978227431945568,0.009448502566434504,0.030091275708136533,0.01859841585440341,0.0,0.04308927955562141,0.01690230841514169,0.0439616023976564,0.008706962409040026,0.014066857517298826,0.027150092713396138,0.09445508916481044,0.0263290227998865,0.046286872416643386,0.0,0.0,0.02641346399369159,0.0,0.0,0.0538528261148013,0.09000703207408191,0.1318073435607412,0.028205406366325913,0.0,0.0,0.0831832766518058,0.026704732168548743,0.0169546969005211,0.04957874519011711,0.04106437150620224,0.07467024561434157,0.004876104781336927,0.0412547952891699,0.008662603139425974,0.04654998909104981,0.04997886799973251,0.015571306433016253,0.047808583691310434,0.04470459846768431,0.0,0.0,0.05459510396453181,0.03585173696910374,0.0,0.041218280569124834,0.0297219149138882,0.03249485561867077,0.0,0.09445401430305367,0.09000703207408191,0.0,0.0,0.027150475624830105,0.025695893004739376,0.0,0.046286872416643386,0.0,0.02632942780341371,0.03723533556892763,0.032323157472287194,0.024264363689140558,0.04782708465915619,0.022406715793077313,0.06687491640139999,0.025050314033680278,0.031144553573305957,0.040883767137871015,0.030722336165234863,0.03366445694579656,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.0,0.044757739999311846,0.004045004283813493,0.006699500235922905,0.03569153051241249,0.03924859585753948,0.03566881875032108,0.03566881875032108,0.0065314013924951345
1,0.009448502566434504,0.01390779333514784,0.01978227431945568,0.009448502566434504,0.030091275708136533,0.01859841585440341,0.0,0.04308927955562141,0.01690230841514169,0.0439616023976564,0.008706962409040026,0.014066857517298826,0.027150092713396138,0.09445508916481044,0.0263290227998865,0.046286872416643386,0.0,0.0,0.02641346399369159,0.0,0.0,0.0538528261148013,0.09000703207408191,0.1318073435607412,0.028205406366325913,0.0,0.0,0.0831832766518058,0.026704732168548743,0.0169546969005211,0.04957874519011711,0.04106437150620224,0.07467024561434157,0.004876104781336927,0.0412547952891699,0.008662603139425974,0.04654998909104981,0.04997886799973251,0.015571306433016253,0.047808583691310434,0.04470459846768431,0.0,0.0,0.05459510396453181,0.03585173696910374,0.0,0.041218280569124834,0.0297219149138882,0.03249485561867077,0.0,0.09445401430305367,0.09000703207408191,0.0,0.0,0.027150475624830105,0.025695893004739376,0.0,0.046286872416643386,0.0,0.02632942780341371,0.03723533556892763,0.032323157472287194,0.024264363689140558,0.04782708465915619,0.022406715793077313,0.06687491640139999,0.025050314033680278,0.031144553573305957,0.040883767137871015,0.030722336165234863,0.03366445694579656,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.0,0.044757739999311846,0.004045004283813493,0.006699500235922905,0.03569153051241249,0.031398876686031585,0.03566881875032108,0.03566881875032108,0.0
1,0.009448502566434504,0.01390779333514784,0.01978227431945568,0.009448502566434504,0.030091275708136533,0.01859841585440341,0.0,0.04308927955562141,0.01690230841514169,0.0439616023976564,0.008706962409040026,0.014066857517298826,0.027150092713396138,0.09445508916481044,0.0263290227998865,0.046286872416643386,0.0,0.0,0.02641346399369159,0.0,0.0,0.0538528261148013,0.09000703207408191,0.1318073435607412,0.028205406366325913,0.0,0.0,0.0831832766518058,0.026704732168548743,0.0169546969005211,0.04957874519011711,0.04106437150620224,0.07467024561434157,0.004876104781336927,0.0412547952891699,0.008662603139425974,0.04654998909104981,0.04997886799973251,0.015571306433016253,0.047808583691310434,0.04470459846768431,0.0,0.0,0.05459510396453181,0.03585173696910374,0.0,0.041218280569124834,0.0297219149138882,0.03249485561867077,0.0,0.09445401430305367,0.09000703207408191,0.0,0.0,0.027150475624830105,0.025695893004739376,0.0,0.046286872416643386,0.0,0.02632942780341371,0.03723533556892763,0.032323157472287194,0.024264363689140558,0.04782708465915619,0.022406715793077313,0.06687491640139999,0.025050314033680278,0.031144553573305957,0.040883767137871015,0.030722336165234863,0.03366445694579656,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.0,0.044757739999311846,0.004045004283813493,0.006699500235922905,0.03569153051241249,0.031398876686031585,0.03566881875032108,0.03566881875032108,0.014369083063489295
1,0.009448502566434504,0.01390779333514784,0.01978227431945568,0.009448502566434504,0.030091275708136533,0.01859841585440341,0.0,0.04308927955562141,0.01690230841514169,0.0439616023976564,0.008706962409040026,0.014066857517298826,0.027150092713396138,0.09445508916481044,0.0263290227998865,0.046286872416643386,0.0,0.0,0.02641346399369159,0.0,0.0,0.0538528261148013,0.09000703207408191,0.1318073435607412,0.028205406366325913,0.0,0.0,0.0831832766518058,0.026704732168548743,0.0169546969005211,0.04957874519011711,0.04106437150620224,0.07467024561434157,0.004876104781336927,0.0412547952891699,0.008662603139425974,0.04654998909104981,0.04997886799973251,0.015571306433016253,0.047808583691310434,0.04470459846768431,0.0,0.0,0.05459510396453181,0.03585173696910374,0.0,0.041218280569124834,0.0297219149138882,0.03249485561867077,0.0,0.09445401430305367,0.09000703207408191,0.0,0.0,0.027150475624830105,0.025695893004739376,0.0,0.046286872416643386,0.0,0.02632942780341371,0.03723533556892763,0.032323157472287194,0.024264363689140558,0.04782708465915619,0.022406715793077313,0.06687491640139999,0.025050314033680278,0.031144553573305957,0.040883767137871015,0.030722336165234863,0.03366445694579656,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.0,0.044757739999311846,0.004045004283813493,0.006699500235922905,0.03569153051241249,0.03924859585753948,0.03566881875032108,0.03566881875032108,0.0065314013924951345
1,0.009448502566434504,0.01390779333514784,0.01978227431945568,0.009448502566434504,0.030091275708136533,0.01859841585440341,0.0,0.04308927955562141,0.01690230841514169,0.0439616023976564,0.008706962409040026,0.014066857517298826,0.027150092713396138,0.09445508916481044,0.0263290227998865,0.046286872416643386,0.0,0.0,0.02641346399369159,0.0,0.0,0.0538528261148013,0.09000703207408191,0.1318073435607412,0.028205406366325913,0.0,0.0,0.0831832766518058,0.026704732168548743,0.0169546969005211,0.04957874519011711,0.04106437150620224,0.07467024561434157,0.004876104781336927,0.0412547952891699,0.008662603139425974,0.04654998909104981,0.04997886799973251,0.015571306433016253,0.047808583691310434,0.04470459846768431,0.0,0.0,0.05459510396453181,0.03585173696910374,0.0,0.041218280569124834,0.0297219149138882,0.03249485561867077,0.0,0.09445401430305367,0.09000703207408191,0.0,0.0,0.027150475624830105,0.025695893004739376,0.0,0.046286872416643386,0.0,0.02632942780341371,0.03723533556892763,0.032323157472287194,0.024264363689140558,0.04782708465915619,0.022406715793077313,0.06687491640139999,0.025050314033680278,0.031144553573305957,0.040883767137871015,0.030722336165234863,0.03366445694579656,0.021081851067789197,0.04631480051486277,0.050251890762960605,0.0,0.044757739999311846,0.004045004283813493,0.006699500235922905,0.03569153051241249,0.03924859585753948,0.03566881875032108,0.03566881875032108,0.002612560556998054
