change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,visiblemethodsqty,finalmethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,defaultfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,lch,type,severity,resolution,status,effort
0,0.008323674947966235,0.015381716627229635,0.0323660190183172,0.008323674947966235,0.0002078548645068058,0.014859316721917632,0.0,0.0014074182483611855,4.505165070544009e-06,0.01117110131766163,0.022055134184244336,0.019072779918557888,0.0006604054773394172,0.026104055590520887,0.0019428047123317,0.00033029940200905006,0.0,0.002572005848126808,0.0,0.12803687993289598,0.0013709967609012745,0.003983621152059886,0.0,0.0018444189438210344,0.0,0.0,0.0,0.015028036743792163,0.0006868506565688822,0.0002412107270111195,0.0,0.00013414168087129752,0.021165634213919777,0.0,0.00022876839836037622,0.0,0.0004878635300407913,0.001952268746635097,0.0011799405922536745,0.0019151975454464014,0.0,0.0,0.006756438396645667,0.007468876453196894,0.013964519336948639,0.01837936491614928,0.0,0.026121148720535805,0.003983621152059886,0.0,0.0,0.0006742865690310662,0.0006645511788393672,0.0003337414798857596,0.0,0.002064640928878024,0.0010996423786115094,0.0012975187663357448,0.0007498494853339564,0.001215770702628362,0.0006448609018085258,0.007215746669167274,0.0007324971194153503,0.0006059179993142668,0.0010095835157195177,0.0006176899392984226,0.0012602644651978003,0.015036318982290579,0.012597620424485093,0.0,0.07023487957619172,0.0019155383444972019,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.11047328162287297
0,0.0020809187369915587,0.0034181592504954742,0.00647320380366344,0.0020809187369915587,6.395534292517101e-05,0.014859316721917632,0.0,0.0008209939782106915,3.378873802908006e-06,0.027927753294154076,0.0,0.0,0.0003962432864036503,0.0,0.0019428047123317,0.0,0.0,0.0019290043860951058,0.0,0.0,0.0013709967609012745,0.003983621152059886,0.0,0.0018444189438210344,0.0,0.0,0.0033142575986784676,0.0005565939534737838,0.00016484415757653172,8.040357567037317e-05,0.0005905548654453906,0.0,0.0,0.0012817200453040768,0.0,8.506546774113856e-05,0.0003658976475305935,0.0,0.000983283826878062,0.0009575987727232007,0.0,0.0,0.003509838128127619,0.003734438226598447,0.027929038673897278,0.005012554068040713,0.0,0.0,0.003983621152059886,0.0004049204198713157,0.0,0.0004045719414186397,0.0003987307073036203,0.0,0.0,0.002064640928878024,0.0003166970050401147,0.00047182500594027083,0.00016996588334236345,0.0006947261157876354,0.00011379898267209278,0.0027752871804489513,0.00017865783400374398,0.00016831055536507413,0.0007571876367896384,0.00010294832321640377,0.0006301322325989001,0.015036318982290579,0.0,0.0,0.11885902697509368,0.0009577691722486009,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.006137404534604054
0,0.0020809187369915587,0.0034181592504954742,0.00647320380366344,0.0020809187369915587,6.395534292517101e-05,0.014859316721917632,0.0,0.0008209939782106915,3.378873802908006e-06,0.027927753294154076,0.0,0.0,0.0003962432864036503,0.0,0.0019428047123317,0.0,0.0,0.0019290043860951058,0.0,0.0,0.0013709967609012745,0.003983621152059886,0.0,0.0018444189438210344,0.0,0.0,0.0033142575986784676,0.0005565939534737838,0.00016484415757653172,8.040357567037317e-05,0.0005905548654453906,0.0,0.0,0.0012817200453040768,0.0,8.506546774113856e-05,0.0003658976475305935,0.0,0.000983283826878062,0.0009575987727232007,0.0,0.0,0.003509838128127619,0.003734438226598447,0.027929038673897278,0.005012554068040713,0.0,0.0,0.003983621152059886,0.0004049204198713157,0.0,0.0004045719414186397,0.0003987307073036203,0.0,0.0,0.002064640928878024,0.0003166970050401147,0.00047182500594027083,0.00016996588334236345,0.0006947261157876354,0.00011379898267209278,0.0027752871804489513,0.00017865783400374398,0.00016831055536507413,0.0007571876367896384,0.00010294832321640377,0.0006301322325989001,0.015036318982290579,0.0,0.0,0.11885902697509368,0.0009577691722486009,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.0254302314852286,0.02388410885962159,0.02388410885962159,0.006137404534604054
0,0.01664734989593247,0.01709079625247737,0.01294640760732688,0.01664734989593247,0.00031977671462585504,0.014859316721917632,0.0,0.0015247031023912843,0.0,0.00930925128423638,0.04411026836848867,0.038145559837115775,0.0003962432864036503,0.0,0.0019428047123317,0.0,0.0,0.0019290043860951058,0.0,0.0,0.004112990282703823,0.003983621152059886,0.0,0.005533256831463103,0.0,0.0,0.0033142575986784676,0.002782969767368919,0.000613586586534868,0.0002814125148463061,0.0,0.0005365667234851901,0.007055211404639926,0.0025634400906081535,0.0006863051950811287,0.00025519640322341566,0.0009757270600815826,0.007809074986540388,0.002556537949882961,0.0038303950908928027,0.0,0.0,0.011406973916414763,0.022406629359590684,0.027929038673897278,0.023391918984189995,0.0,0.0,0.003983621152059886,0.0004049204198713157,0.00275383885927887,0.0004045719414186397,0.0003987307073036203,0.0,0.0,0.002064640928878024,0.0012491937421026747,0.0011795625148506772,0.000709857512782812,0.0016499745249956342,0.0005437062505444433,0.01128616786715907,0.0004823761518101087,0.0004937109624042175,0.0014302433139359834,0.00043753037366971604,0.004725991744491751,0.015036318982290579,0.005353988680406165,0.0,0.11615768545293245,0.0038310766889944037,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.11047328162287297
0,0.01664734989593247,0.01709079625247737,0.01294640760732688,0.01664734989593247,0.00031977671462585504,0.014859316721917632,0.0,0.0015247031023912843,0.0,0.00930925128423638,0.04411026836848867,0.038145559837115775,0.0003962432864036503,0.0,0.0019428047123317,0.0,0.0,0.0019290043860951058,0.0,0.0,0.004112990282703823,0.003983621152059886,0.0,0.005533256831463103,0.0,0.0,0.0033142575986784676,0.002782969767368919,0.000613586586534868,0.0002814125148463061,0.0,0.0005365667234851901,0.007055211404639926,0.0025634400906081535,0.0006863051950811287,0.00025519640322341566,0.0009757270600815826,0.007809074986540388,0.002556537949882961,0.0038303950908928027,0.0,0.0,0.011406973916414763,0.022406629359590684,0.027929038673897278,0.023391918984189995,0.0,0.0,0.003983621152059886,0.0004049204198713157,0.00275383885927887,0.0004045719414186397,0.0003987307073036203,0.0,0.0,0.002064640928878024,0.0012491937421026747,0.0011795625148506772,0.000709857512782812,0.0016499745249956342,0.0005437062505444433,0.01128616786715907,0.0004823761518101087,0.0004937109624042175,0.0014302433139359834,0.00043753037366971604,0.004725991744491751,0.015036318982290579,0.005353988680406165,0.0,0.11615768545293245,0.0038310766889944037,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.006137404534604054
0,0.01664734989593247,0.01709079625247737,0.01294640760732688,0.01664734989593247,0.00031977671462585504,0.014859316721917632,0.0,0.0015247031023912843,0.0,0.00930925128423638,0.04411026836848867,0.038145559837115775,0.0003962432864036503,0.0,0.0019428047123317,0.0,0.0,0.0019290043860951058,0.0,0.0,0.004112990282703823,0.003983621152059886,0.0,0.005533256831463103,0.0,0.0,0.0033142575986784676,0.002782969767368919,0.000613586586534868,0.0002814125148463061,0.0,0.0005365667234851901,0.007055211404639926,0.0025634400906081535,0.0006863051950811287,0.00025519640322341566,0.0009757270600815826,0.007809074986540388,0.002556537949882961,0.0038303950908928027,0.0,0.0,0.011406973916414763,0.022406629359590684,0.027929038673897278,0.023391918984189995,0.0,0.0,0.003983621152059886,0.0004049204198713157,0.00275383885927887,0.0004045719414186397,0.0003987307073036203,0.0,0.0,0.002064640928878024,0.0012491937421026747,0.0011795625148506772,0.000709857512782812,0.0016499745249956342,0.0005437062505444433,0.01128616786715907,0.0004823761518101087,0.0004937109624042175,0.0014302433139359834,0.00043753037366971604,0.004725991744491751,0.015036318982290579,0.005353988680406165,0.0,0.11615768545293245,0.0038310766889944037,0.013559399939321416,0.014672996984899348,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.024549618138416215
1,0.008323674947966235,0.008545398126238685,0.00647320380366344,0.008323674947966235,0.00022384370023809854,0.014859316721917632,0.0,0.0012901333943310866,2.2525825352720044e-06,0.01629118849066477,0.01470342308356468,0.019072779918557888,0.0005283243818715338,0.0,0.0025904062831089334,0.0,0.0,0.002572005848126808,0.0,0.0,0.004112990282703823,0.0,0.0,0.005533256831463103,0.0,0.0,0.0,0.0011131879069475677,0.0004945324727295952,4.0201787835186585e-05,0.0,0.0004024250426138926,0.014110422809279852,0.0012817200453040768,0.0009150735934415049,0.0,0.0006098294125509891,0.001952268746635097,0.0013765973576292869,0.004787993863616003,0.0,0.0,0.008423611507506286,0.014937752906393788,0.027929038673897278,0.023391918984189995,0.0,0.0,0.0,0.0005398938931617542,0.004130758288918305,0.000539429255224853,0.0005316409430714937,0.0,0.0,0.0027528545718373655,0.0007653510955136105,0.0005897812574253386,0.000589881595129379,0.0011289299381549076,0.00042990726787235054,0.004255440343355059,0.00035731566800748795,0.000381503925494168,0.0010095835157195177,0.00032171351005126175,0.0028355950466950504,0.015036318982290579,0.018266549615503384,0.0,0.052676159682143786,0.004788845861243005,0.013559399939321416,0.022009495477349022,0.023812898892652184,0.0254302314852286,0.02388410885962159,0.02388410885962159,0.0024549618138416216
1,0.008323674947966235,0.008545398126238685,0.00647320380366344,0.008323674947966235,0.00022384370023809854,0.014859316721917632,0.0,0.0012901333943310866,2.2525825352720044e-06,0.01629118849066477,0.01470342308356468,0.019072779918557888,0.0005283243818715338,0.0,0.0025904062831089334,0.0,0.0,0.002572005848126808,0.0,0.0,0.004112990282703823,0.0,0.0,0.005533256831463103,0.0,0.0,0.0,0.0011131879069475677,0.0004945324727295952,4.0201787835186585e-05,0.0,0.0004024250426138926,0.014110422809279852,0.0012817200453040768,0.0009150735934415049,0.0,0.0006098294125509891,0.001952268746635097,0.0013765973576292869,0.004787993863616003,0.0,0.0,0.008423611507506286,0.014937752906393788,0.027929038673897278,0.023391918984189995,0.0,0.0,0.0,0.0005398938931617542,0.004130758288918305,0.000539429255224853,0.0005316409430714937,0.0,0.0,0.0027528545718373655,0.0007653510955136105,0.0005897812574253386,0.000589881595129379,0.0011289299381549076,0.00042990726787235054,0.004255440343355059,0.00035731566800748795,0.000381503925494168,0.0010095835157195177,0.00032171351005126175,0.0028355950466950504,0.015036318982290579,0.018266549615503384,0.0,0.052676159682143786,0.004788845861243005,0.013559399939321416,0.022009495477349022,0.023812898892652184,0.02034418518818288,0.02388410885962159,0.02388410885962159,0.012274809069208107
1,0.008323674947966235,0.015381716627229635,0.0323660190183172,0.008323674947966235,0.0005276315791326609,0.014859316721917632,0.0,0.002111127372541778,4.505165070544009e-06,0.018618503127027827,0.0,0.0,0.0005283243818715338,0.02088324447241671,0.0025904062831089334,0.0,0.0,0.002572005848126808,0.0,0.0,0.004112990282703823,0.011950863456179659,0.0,0.005533256831463103,0.0,0.0,0.009942772796035403,0.007792315348632973,0.000998222954213442,0.0011256500593852243,0.0,0.00026828336174259505,0.014110422809279852,0.0083311802944765,0.0011438419918018811,0.0003827946048351235,0.0007927782363162858,0.0,0.0021632244191317363,0.0019151975454464014,0.0,0.0,0.0034220921749244285,0.029875505812787577,0.013964519336948639,0.013366810848108568,0.0,0.020896918976428647,0.011950863456179659,0.0,0.0,0.000539429255224853,0.0005316409430714937,0.0,0.0,0.0027528545718373655,0.0011524252127848619,0.000825693760395474,0.0010797832588808971,0.001389452231575271,0.0008724588671527114,0.0029603063258122147,0.0007682286862160991,0.0008303320731343657,0.0013461113542926903,0.0008364551261332806,0.0031506611629945006,0.015036318982290579,0.0,0.0,0.02026006141620915,0.0019155383444972019,0.013559399939321416,0.022009495477349022,0.023812898892652184,0.0254302314852286,0.02388410885962159,0.02388410885962159,0.11047328162287297
1,0.008323674947966235,0.015381716627229635,0.0323660190183172,0.008323674947966235,0.0005276315791326609,0.014859316721917632,0.0,0.002111127372541778,4.505165070544009e-06,0.018618503127027827,0.0,0.0,0.0005283243818715338,0.02088324447241671,0.0025904062831089334,0.0,0.0,0.002572005848126808,0.0,0.0,0.004112990282703823,0.011950863456179659,0.0,0.005533256831463103,0.0,0.0,0.009942772796035403,0.007792315348632973,0.000998222954213442,0.0011256500593852243,0.0,0.00026828336174259505,0.014110422809279852,0.0083311802944765,0.0011438419918018811,0.0003827946048351235,0.0007927782363162858,0.0,0.0021632244191317363,0.0019151975454464014,0.0,0.0,0.0034220921749244285,0.029875505812787577,0.013964519336948639,0.013366810848108568,0.0,0.020896918976428647,0.011950863456179659,0.0,0.0,0.000539429255224853,0.0005316409430714937,0.0,0.0,0.0027528545718373655,0.0011524252127848619,0.000825693760395474,0.0010797832588808971,0.001389452231575271,0.0008724588671527114,0.0029603063258122147,0.0007682286862160991,0.0008303320731343657,0.0013461113542926903,0.0008364551261332806,0.0031506611629945006,0.015036318982290579,0.0,0.0,0.02026006141620915,0.0019155383444972019,0.013559399939321416,0.022009495477349022,0.023812898892652184,0.0254302314852286,0.02388410885962159,0.02388410885962159,0.0024549618138416216
