change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,defaultmethodsqty,visiblemethodsqty,finalmethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,defaultfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,modifiers,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethoddefault,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,lch,type,severity,resolution,status,effort
0,0.0033612388708262947,0.005901081204692253,0.013625891788245663,0.0033612388708262947,0.002843364924431244,0.00828514347590039,0.0,0.014258075597185465,0.0,0.01448596998553877,0.023768569590426704,0.02388447066640688,0.0019371671842214984,0.006914842280220717,0.0004213847903612899,0.0,0.0,0.04118025571216555,0.002090825084972742,0.006080712915386617,0.0,0.00611135897748505,0.008368731948249898,0.0,0.010640932539831966,0.0,0.0,0.0,0.0026963264086235232,0.004620697039151437,0.001329640289146854,0.0083847426758982,0.002208107737763003,0.007239632238918937,0.0013030989030016033,0.0035658957553913774,0.004127897975410585,0.008246464847953322,0.0029105359250549854,0.008811734095218699,0.0251208709705669,0.0,0.0,0.008987802498838984,0.02042518425514167,0.026664107035247697,0.021303132696226162,0.005098536814260394,0.0,0.007695869563913101,0.007916137352804439,0.0,0.0,0.001953640337030233,0.001007970633733316,0.04118025571216555,0.0,0.0,0.00042291325040962177,0.0037891250125237147,0.007337942451317965,0.004281051543958252,0.004012880517246847,0.0052480918952481715,0.0006528849608976334,0.005773220441326519,0.0050457729571953625,0.005816841938916259,0.004853887981128381,0.02507200745549214,0.009964193240901016,0.01585306610414569,0.0,0.0032635316206403434,0.027326484595667236,0.023990405756162687,0.017906545365306007,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.07012726095699431
0,0.01157760055506835,0.011802162409384505,0.005109709420592124,0.01157760055506835,0.002422125676367356,0.01657028695180078,0.0,0.01935024545332313,2.077518019980175e-05,0.016095523493795966,0.021127617677807842,0.023221011820980544,0.0034869009315986973,0.0013829684560441435,0.0029496935325290293,0.0,0.0,0.020590127856082774,0.0037634851529509358,0.0,0.0,0.003055679488742525,0.0,0.0,0.005320466269915983,0.0,0.0,0.0,0.001685204005389702,0.0056358501765407685,0.001329640289146854,0.01006169121107784,0.002208107737763003,0.0,0.0,0.010982958926605443,0.004127897975410585,0.008050120446811576,0.00203737514753849,0.008811734095218699,0.01507252258234014,0.0,0.0,0.017847207819123124,0.02042518425514167,0.015998464221148617,0.042606265392452325,0.01056125482953939,0.0,0.0015391739127826201,0.0,0.0032723337171315326,0.004630870491202933,0.0035165526066544195,0.00443507078842659,0.020590127856082774,0.0,0.0,0.0029603927528673527,0.0071465775552662465,0.013627607409590506,0.006781185645629871,0.004904631743301701,0.008562676250141753,0.005596156807694001,0.009862584920599469,0.007492208330380993,0.006567402189099002,0.007564500749810465,0.010556634718101955,0.01992838648180203,0.017755434036643175,0.0,0.016317658103201717,0.016395890757400344,0.023990405756162687,0.017906545365306007,0.020057244838258832,0.02411494533497755,0.0,0.014985583310759375,0.07012726095699431
0,0.004855122813415759,0.004859713933275973,0.0017032364735307078,0.004855122813415759,0.001369027556207636,0.00828514347590039,0.0,0.0122212076547304,5.193795049950437e-06,0.0,0.0,0.0,0.0007748668736885994,0.002765936912088287,0.0004213847903612899,0.0025683274846875705,0.0,0.0,0.0004181650169945484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006740816021558808,0.002030306274778662,0.000664820144573427,0.0067077941407185605,0.0006308879250751438,0.007239632238918937,0.0008687326020010689,0.0005705433208626204,0.0011007727934428226,0.004712265627401898,0.0008731607775164957,0.0070493872761749595,0.02009669677645352,0.0,0.0,0.006676653284851817,0.02042518425514167,0.031996928442297234,0.010651566348113081,0.005462718015278994,0.0,0.0030783478255652402,0.0,0.0,0.0,0.0007814561348120932,0.0004031882534933264,0.0,0.0027102261532805606,0.0,0.00042291325040962177,0.001990489721768787,0.0031448324791362703,0.0019179110916932968,0.002972504086849516,0.0022649659758439476,0.0016788470423082004,0.0028866102206632593,0.0024464353731856302,0.004315721438550773,0.0022693502249431395,0.00923705537833921,0.009964193240901016,0.0,0.0,0.0174055019767485,0.02186118767653379,0.023990405756162687,0.017906545365306007,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.07012726095699431
0,0.004855122813415759,0.004859713933275973,0.0017032364735307078,0.004855122813415759,0.001369027556207636,0.00828514347590039,0.0,0.0122212076547304,5.193795049950437e-06,0.0,0.0,0.0,0.0007748668736885994,0.002765936912088287,0.0004213847903612899,0.0025683274846875705,0.0,0.0,0.0004181650169945484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006740816021558808,0.002030306274778662,0.000664820144573427,0.0067077941407185605,0.0006308879250751438,0.007239632238918937,0.0008687326020010689,0.0005705433208626204,0.0011007727934428226,0.004712265627401898,0.0008731607775164957,0.0070493872761749595,0.02009669677645352,0.0,0.0,0.006676653284851817,0.02042518425514167,0.031996928442297234,0.010651566348113081,0.005462718015278994,0.0,0.0030783478255652402,0.0,0.0,0.0,0.0007814561348120932,0.0004031882534933264,0.0,0.0027102261532805606,0.0,0.00042291325040962177,0.001990489721768787,0.0031448324791362703,0.0019179110916932968,0.002972504086849516,0.0022649659758439476,0.0016788470423082004,0.0028866102206632593,0.0024464353731856302,0.004315721438550773,0.0022693502249431395,0.00923705537833921,0.009964193240901016,0.0,0.0,0.0174055019767485,0.02186118767653379,0.023990405756162687,0.017906545365306007,0.020057244838258832,0.019291956267982042,0.03820803599504351,0.02997116662151875,0.07012726095699431
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.02411494533497755,0.0,0.014985583310759375,0.07012726095699431
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.07012726095699431
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.02411494533497755,0.0,0.014985583310759375,0.00779191788411048
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.00779191788411048
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.011687876826165719
0,0.00037347098564736607,0.00104136727141628,0.0034064729470614156,0.00037347098564736607,0.002000886428303468,0.02485543042770117,0.0,0.005601386841751433,7.790692574925656e-05,0.02800620960443962,0.0,0.0,0.002324600621065798,0.002765936912088287,0.0016855391614451595,0.0025683274846875705,0.04397994971335425,0.0,0.002090825084972742,0.0030403564576933083,0.0,0.007639198721856312,0.008368731948249898,0.0,0.0,0.0,0.01749107308520369,0.022987746486759716,0.001685204005389702,0.0023103485195757186,0.001994460433720281,0.0016769485351796401,0.0,0.0,0.0017374652040021378,0.002852716604313102,0.0013759659918035282,0.0017670996102757117,0.0017463215550329915,0.0031722242742787316,0.01507252258234014,0.0,0.0,0.018360796533342494,0.02042518425514167,0.015998464221148617,0.010651566348113081,0.0007283624020371992,0.0,0.0030783478255652402,0.007916137352804439,0.0016361668585657663,0.0023154352456014665,0.0023443684044362795,0.0012095647604799791,0.0,0.0027102261532805606,0.04397994971335425,0.001691653001638487,0.003117634503975208,0.0031448324791362703,0.0024316372769682872,0.002229378065137137,0.002762153629077985,0.004383656166026967,0.0028866102206632593,0.0023445005659695622,0.0030022410007309723,0.0020172001999494574,0.015834952077152933,0.01992838648180203,0.02631608973288185,0.0,0.03589884782704378,0.016395890757400344,0.005997601439040672,0.007162618146122402,0.020057244838258832,0.019291956267982042,0.0,0.014985583310759375,0.010908685037754672
