change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,visiblemethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,privatefieldsqty,protectedfieldsqty,defaultfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,modifiers,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,lch,type,severity,resolution,status,effort
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.05446337123315844,0.06950480468569159,0.06533715203848012,0.21640368373714466
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
1,0.1579171559056124,0.17003533792091166,0.14833305163534516,0.1579171559056124,0.005478691321049797,0.05204029478828879,0.2427469482663131,0.007704352308535777,0.001068913423041898,0.07927858130383282,0.022295664761998988,0.02084473725278758,0.008455488104027669,0.12216944435630522,0.005118019603112052,0.0,0.0515539262226467,0.00993602544047057,0.0,0.11618950038622251,0.19407044055049968,0.08955473256792901,0.23945657130528783,0.0,0.1835759721520816,0.014817208887422903,0.009357011413659503,0.008891260207829004,0.0,0.0,0.0,0.0,0.01820605704791188,0.0029858878915400193,0.022492901797878346,0.0,0.024582641977588564,0.0,0.0,0.0,0.0300786178579193,0.057353933467640436,0.025615775978927998,0.04559607525875532,0.06827842290508007,0.24480416257528057,0.11867816581938533,0.18263631759994228,0.006066824012162327,0.03153225132269347,0.008065926058210156,0.007785992247619848,0.0,0.0515539262226467,0.004787690394429622,0.015847435926610663,0.014079216147974803,0.014720534750362526,0.014148235180633855,0.01765261353616855,0.013540262326152406,0.00973509555834832,0.0092877771833861,0.014996821010882828,0.00720138143388139,0.010387403147655365,0.06800204009180459,0.09042269775056273,0.0,0.05815540204839111,0.0,0.005595418109459013,0.008067533623520721,0.05618775605543074,0.06807921404144805,0.06950480468569159,0.06533715203848012,0.004808970749714325
