change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,defaultmethodsqty,visiblemethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethoddefault,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,boc,lch,type,severity,resolution,status,effort
0,0.021138819965828008,0.015037263397570555,0.0,0.021138819965828008,0.03745773032850598,0.07307840952418695,0.0,0.0018612520617711232,0.061563081975915666,0.0,0.0,0.0,0.05423788820529203,0.0,0.056740619647385956,0.0,0.0,0.0,0.05563045820729384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018447537563554748,0.0,0.0,0.0,0.0,0.0,0.0006085337416193882,0.0,0.0015965724533643045,0.0,0.0,0.0,0.0,0.0,0.02164266778300585,0.026518576139190998,0.04016096644512494,0.019740191660188394,0.0,0.0,0.0,0.05444560582143338,0.0,0.05423788820529203,0.11411828057208726,0.0,0.0,0.0,0.056740619647385956,0.028133865828566418,0.028579232750182666,0.028756808938814826,0.03618615124766518,0.001088776475765391,0.01945463139832305,0.0012603685631588123,0.012196163857193298,0.024404807443675663,0.0013171412861705657,0.013788185828493343,0.07438080033056019,0.0,0.0,0.08852396061355064,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.0849134423564314
0,0.0704627332194267,0.05012421132523519,0.0,0.0704627332194267,0.008513120529205904,0.03653920476209348,0.0,0.0483925536060492,0.002665068483805873,0.0,0.0,0.0,0.012326792773930006,0.0,0.0128955953744059,0.0,0.0,0.0,0.012643285956203145,0.0,0.0,0.0,0.0,0.0,0.0,0.21401469936875575,0.03804804622483166,0.0,0.0,0.0,0.0,0.0,0.14848223295513072,0.014408025361300586,0.047897173600929134,0.033415943951558474,0.05229179636742892,0.0,0.0,0.0,0.13921499817176736,0.026518576139190998,0.04016096644512494,0.05922057498056518,0.0,0.0,0.0,0.01237400132305304,0.0,0.012326792773930006,0.006958431742200442,0.0,0.0,0.0,0.0128955953744059,0.06089501222104179,0.03402289613116984,0.07678679833662257,0.040119428557194005,0.12466490647513727,0.02764605514498539,0.054826032497408334,0.04536972954875907,0.03819882904227495,0.05466136337607848,0.013788185828493343,0.037190400165280094,0.0,0.0,0.048688178337452856,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.051582038382514406,0.0,0.03273853022358256,0.00424567211782157
0,0.0704627332194267,0.05012421132523519,0.0,0.0704627332194267,0.008513120529205904,0.03653920476209348,0.0,0.0483925536060492,0.002665068483805873,0.0,0.0,0.0,0.012326792773930006,0.0,0.0128955953744059,0.0,0.0,0.0,0.012643285956203145,0.0,0.0,0.0,0.0,0.0,0.0,0.21401469936875575,0.03804804622483166,0.0,0.0,0.0,0.0,0.0,0.14848223295513072,0.014408025361300586,0.047897173600929134,0.033415943951558474,0.05229179636742892,0.0,0.0,0.0,0.13921499817176736,0.026518576139190998,0.04016096644512494,0.05922057498056518,0.0,0.0,0.0,0.01237400132305304,0.0,0.012326792773930006,0.006958431742200442,0.0,0.0,0.0,0.0128955953744059,0.06089501222104179,0.03402289613116984,0.07678679833662257,0.040119428557194005,0.12466490647513727,0.02764605514498539,0.054826032497408334,0.04536972954875907,0.03819882904227495,0.05466136337607848,0.013788185828493343,0.037190400165280094,0.0,0.0,0.048688178337452856,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.0424567211782157
0,0.06341645989748403,0.045111790192711665,0.0,0.06341645989748403,0.0051078723175235425,0.03653920476209348,0.0,0.03908629329719359,0.0007995205451417619,0.0,0.0,0.0,0.007396075664358004,0.0,0.00773735722464354,0.0,0.0,0.0,0.007585971573721887,0.0,0.0,0.0,0.0,0.0,0.0,0.03210220490531336,0.01383565317266606,0.0,0.0,0.0,0.0,0.042409446483998546,0.024341349664775528,0.0172896304335607,0.014369152080278742,0.011138647983852824,0.015687538910228678,0.0,0.0,0.0,0.018717982947464518,0.026518576139190998,0.04016096644512494,0.0552725366485275,0.0,0.0,0.0,0.007424400793831824,0.0,0.007396075664358004,0.004175059045320265,0.0,0.0,0.0,0.00773735722464354,0.012771294356388702,0.013609158452467936,0.013154710472011038,0.013373142852398002,0.015242870660715474,0.008703387730828734,0.017645159884223372,0.015611089737207422,0.013794021598599288,0.017781407363302637,0.013788185828493343,0.037190400165280094,0.0,0.0,0.08852396061355064,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.0424567211782157
0,0.021138819965828008,0.015037263397570555,0.0,0.021138819965828008,0.017026241058411808,0.07307840952418695,0.0,0.0018612520617711232,0.011992808177126429,0.0,0.0,0.0,0.024653585547860013,0.0,0.0257911907488118,0.0,0.0,0.0,0.02528657191240629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009223768781777374,0.0,0.0,0.0,0.0,0.0,0.0006085337416193882,0.0,0.0015965724533643045,0.0,0.0,0.0,0.0,0.0,0.015793298111923187,0.026518576139190998,0.04016096644512494,0.019740191660188394,0.0,0.0,0.0,0.02474800264610608,0.0,0.024653585547860013,0.09741804439080619,0.0,0.0,0.0,0.0257911907488118,0.015362571472177714,0.012248242607221143,0.01407248097005832,0.017306420161926826,0.001088776475765391,0.01433499155665909,0.0012603685631588123,0.006342005205740515,0.011671864429584013,0.0013171412861705657,0.013788185828493343,0.07438080033056019,0.0,0.0,0.13499903993566473,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.06368508176732356
0,0.021138819965828008,0.015037263397570555,0.0,0.021138819965828008,0.027241985693458894,0.03653920476209348,0.0,0.040947545358964714,0.009594246541701143,0.0,0.0,0.0,0.02218822699307401,0.0,0.02321207167393062,0.0,0.0,0.0,0.022757914721165663,0.0,0.0,0.0,0.0,0.0,0.0,0.11503290091070621,0.03958534102179456,0.0,0.0,0.0,0.2793304095636678,0.0,0.02616695088963369,0.005763210144520235,0.012772579626914436,0.0,0.012201419152400082,0.03646624787447364,0.0,0.0,0.025737226552763715,0.053037152278381995,0.04016096644512494,0.02368822999222607,0.0,0.0,0.0,0.022273202381495473,0.0,0.02218822699307401,0.012525177135960797,0.0,0.0,0.0,0.02321207167393062,0.03516733228570802,0.027218316904935872,0.04282928990887315,0.025172974780984472,0.0479061649336772,0.01587088350915828,0.03466013548686734,0.0351249519087167,0.01803833593662984,0.040831379871287536,0.05515274331397337,0.037190400165280094,0.0,0.0,0.048688178337452856,0.035533452725935076,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.051582038382514406,0.0,0.03273853022358256,0.01698268847128628
0,0.021138819965828008,0.015037263397570555,0.0,0.021138819965828008,0.027241985693458894,0.03653920476209348,0.0,0.040947545358964714,0.009594246541701143,0.0,0.0,0.0,0.02218822699307401,0.0,0.02321207167393062,0.0,0.0,0.0,0.022757914721165663,0.0,0.0,0.0,0.0,0.0,0.0,0.11503290091070621,0.03958534102179456,0.0,0.0,0.0,0.2793304095636678,0.0,0.02616695088963369,0.005763210144520235,0.012772579626914436,0.0,0.012201419152400082,0.03646624787447364,0.0,0.0,0.025737226552763715,0.053037152278381995,0.04016096644512494,0.02368822999222607,0.0,0.0,0.0,0.022273202381495473,0.0,0.02218822699307401,0.012525177135960797,0.0,0.0,0.0,0.02321207167393062,0.03516733228570802,0.027218316904935872,0.04282928990887315,0.025172974780984472,0.0479061649336772,0.01587088350915828,0.03466013548686734,0.0351249519087167,0.01803833593662984,0.040831379871287536,0.05515274331397337,0.037190400165280094,0.0,0.0,0.048688178337452856,0.035533452725935076,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.020632815353005762,0.0,0.03273853022358256,0.02122836058910785
0,0.0704627332194267,0.05012421132523519,0.0,0.0704627332194267,0.04256560264602952,0.03653920476209348,0.0,0.04280879742073584,0.0,0.028494844157151613,0.09754667219816626,0.08319481219568642,0.03451501976700402,0.0,0.03610766704833652,0.0,0.0,0.0,0.03540120067736881,0.03206676838974329,0.0,0.0,0.06343614796955512,0.0,0.027524094128159017,0.005350367484218893,0.05995449708155293,0.0,0.0,0.057964182104308114,0.07980868844676221,0.0,0.092497128726147,0.02305284057808094,0.057476608321114966,0.0,0.06100709576200041,0.03646624787447364,0.0,0.0,0.044455209500228236,0.026518576139190998,0.04016096644512494,0.0552725366485275,0.0,0.0,0.0,0.03464720370454851,0.04821026964018951,0.03451501976700402,0.019483608878161238,0.0,0.0,0.0,0.03610766704833652,0.04553244074886407,0.054436633809871744,0.058125464876327845,0.05113260502387471,0.06532658854592345,0.008703387730828734,0.0718410081000523,0.06488359172026835,0.05305392922538188,0.07046705881012527,0.04136455748548003,0.037190400165280094,0.03126145038206365,0.0,0.019917891138048895,0.035533452725935076,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.0424567211782157
0,0.0704627332194267,0.05012421132523519,0.0,0.0704627332194267,0.04256560264602952,0.03653920476209348,0.0,0.04280879742073584,0.0,0.028494844157151613,0.09754667219816626,0.08319481219568642,0.03451501976700402,0.0,0.03610766704833652,0.0,0.0,0.0,0.03540120067736881,0.03206676838974329,0.0,0.0,0.06343614796955512,0.0,0.027524094128159017,0.005350367484218893,0.05995449708155293,0.0,0.0,0.057964182104308114,0.07980868844676221,0.0,0.092497128726147,0.02305284057808094,0.057476608321114966,0.0,0.06100709576200041,0.03646624787447364,0.0,0.0,0.044455209500228236,0.026518576139190998,0.04016096644512494,0.0552725366485275,0.0,0.0,0.0,0.03464720370454851,0.04821026964018951,0.03451501976700402,0.019483608878161238,0.0,0.0,0.0,0.03610766704833652,0.04553244074886407,0.054436633809871744,0.058125464876327845,0.05113260502387471,0.06532658854592345,0.008703387730828734,0.0718410081000523,0.06488359172026835,0.05305392922538188,0.07046705881012527,0.04136455748548003,0.037190400165280094,0.03126145038206365,0.0,0.019917891138048895,0.035533452725935076,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.06368508176732356
0,0.021138819965828008,0.015037263397570555,0.0,0.021138819965828008,0.04256560264602952,0.07307840952418695,0.0,0.0018612520617711232,0.07995205451417618,0.0,0.0,0.0,0.06163396386965003,0.0,0.0644779768720295,0.0,0.0,0.0,0.06321642978101573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02075347975899909,0.0,0.0,0.0,0.0,0.0,0.0006085337416193882,0.0,0.0015965724533643045,0.0,0.0,0.0,0.0,0.0,0.01988785688168105,0.026518576139190998,0.04016096644512494,0.019740191660188394,0.0,0.0,0.0,0.061870006615265205,0.0,0.06163396386965003,0.11829333961740751,0.0,0.0,0.0,0.0644779768720295,0.03146550783458086,0.03266198028592305,0.032427890931003955,0.040906084019099766,0.001088776475765391,0.02099052335082224,0.0012603685631588123,0.013659703520056495,0.027588043197198577,0.0013171412861705657,0.013788185828493343,0.07438080033056019,0.0,0.0,0.08631086159821189,0.0,0.03624838396223839,0.03420896981642126,0.0445435403187374,0.041265630706011525,0.0,0.03273853022358256,0.06368508176732356
